,dp,ur,y3
1974-06-30,0.02479465861321639,0.052000000000000005,0.020825
1974-09-30,0.03213127818279338,0.056333333333333326,0.018875
1974-12-31,0.02536721387842311,0.066,0.01865
1975-03-31,0.017192400540372965,0.08266666666666665,0.01565
1975-06-30,0.013170463189744908,0.08866666666666667,0.014025000000000001
1975-09-30,0.020352228848898424,0.08466666666666667,0.015325
1975-12-31,0.018149318505677137,0.083,0.0149
1976-03-31,0.00716848947861326,0.07733333333333334,0.012175
1976-06-30,0.012422519998557036,0.07566666666666667,0.012150000000000001
1976-09-30,0.01574835696813892,0.07733333333333334,0.013075000000000002
1976-12-31,0.01379332213233564,0.07766666666666666,0.0123
1977-03-31,0.020339684237122846,0.075,0.01155
1977-06-30,0.014987790965491854,0.07133333333333333,0.01135
1977-09-30,0.013136477905369759,0.06899999999999999,0.012975
1977-12-31,0.016181582851241494,0.06666666666666667,0.0154
1978-03-31,0.017502435649772607,0.06333333333333332,0.0161
1978-06-30,0.024923408452456997,0.06,0.015725
1978-09-30,0.02281467776617152,0.06033333333333334,0.017525
1978-12-31,0.020834086902842053,0.059,0.019975
1979-03-31,0.02902961467511389,0.05866666666666667,0.023375
1979-06-30,0.03237439665901665,0.056999999999999995,0.02365
1979-09-30,0.030015895940265658,0.05866666666666667,0.0231
1979-12-31,0.033049934672551906,0.05966666666666666,0.029249999999999998
1980-03-31,0.040769977562715276,0.063,0.03
1980-06-30,0.029522439266321143,0.07333333333333333,0.033
1980-09-30,0.01682732013252597,0.07666666666666667,0.02015
1980-12-31,0.02936206233684935,0.074,0.02905
1981-03-31,0.025144181801024956,0.07433333333333333,0.03755
1981-06-30,0.02121799309484551,0.074,0.034225
1981-09-30,0.028324333577140592,0.07400000000000001,0.037375
1981-12-31,0.010683862308312975,0.08233333333333334,0.03385
1982-03-31,0.006355953600698072,0.08833333333333333,0.030699999999999998
1982-06-30,0.023996978311350503,0.09433333333333335,0.03175
1982-09-30,0.007190580545354486,0.099,0.028374999999999997
1982-12-31,0.0,0.10666666666666666,0.019275
1983-03-31,0.004085807522580254,0.10366666666666667,0.01965
1983-06-30,0.013164747091210849,0.10133333333333333,0.020525
1983-09-30,0.010010093595100855,0.09366666666666665,0.0227
1983-12-31,0.009910883899453715,0.08533333333333333,0.0216
1984-03-31,0.014684551682920599,0.07866666666666668,0.022250000000000002
1984-06-30,0.0077444723954780414,0.07433333333333333,0.024225
1984-09-30,0.009597002641009489,0.07433333333333333,0.0253
1984-12-31,0.007611835039630144,0.07300000000000001,0.02435
1985-03-31,0.012246973609973288,0.07233333333333333,0.0194
1985-06-30,0.006532921041622508,0.073,0.019875
1985-09-30,0.005565877077445158,0.07200000000000001,0.0177
1985-12-31,0.012867824611393353,0.07033333333333334,0.0179
1986-03-31,-0.0036596564175308544,0.07033333333333334,0.017675
1986-06-30,0.0027459971488559276,0.07166666666666667,0.015149999999999999
1986-09-30,0.005469475804535939,0.06966666666666665,0.014575
1986-12-31,0.007246408520766856,0.06833333333333333,0.01295
1987-03-31,0.012556218775412908,0.06599999999999999,0.013574999999999999
1987-06-30,0.011519843832861199,0.06266666666666666,0.0141
1987-09-30,0.01051718721386763,0.06,0.014225000000000002
1987-12-31,0.007815932102952061,0.05833333333333333,0.015325
1988-03-31,0.007755316767478426,0.057,0.014525
1988-06-30,0.012793351459909452,0.05466666666666666,0.014775
1988-09-30,0.01263174690590052,0.05466666666666666,0.016825
1988-12-31,0.009991756731920098,0.05333333333333333,0.018375
1989-03-31,0.012350918634009389,0.052000000000000005,0.020675
1989-06-30,0.015428645473066105,0.052333333333333336,0.021625000000000002
1989-09-30,0.005624763724766169,0.052333333333333336,0.0197
1989-12-31,0.011947573421117852,0.05366666666666667,0.0191
1990-03-31,0.018046782447073362,0.053,0.0191
1990-06-30,0.01005811187303518,0.05333333333333333,0.019424999999999998
1990-09-30,0.01981772174972285,0.057,0.01905
1990-12-31,0.012748579111304892,0.06133333333333334,0.017925
1991-03-31,0.004460973940624946,0.066,0.01555
1991-06-30,0.008862687257845892,0.06833333333333333,0.014125
1991-09-30,0.0073260400920727164,0.06866666666666667,0.01395
1991-12-31,0.008720985505444645,0.07100000000000001,0.012475
1992-03-31,0.006491187595827341,0.07366666666666667,0.0095
1992-06-30,0.007163354413564527,0.07600000000000001,0.009375
1992-09-30,0.007112405515806941,0.07633333333333332,0.008025
1992-12-31,0.008468646237037802,0.07366666666666667,0.00715
1993-03-31,0.007002829738319782,0.07133333333333333,0.0075
1993-06-30,0.006954130945699077,0.07066666666666667,0.007175
1993-09-30,0.004839276640749013,0.068,0.0076
1993-12-31,0.008925565605504282,0.06633333333333333,0.00755
1994-03-31,0.005453319581313565,0.06566666666666666,0.00745
1994-06-30,0.005423742109361918,0.062,0.0092
1994-09-30,0.00942133482839047,0.06,0.010825
1994-12-31,0.0053440340942714215,0.056333333333333326,0.012375
1995-03-31,0.00730172510601701,0.05466666666666666,0.014275
1995-06-30,0.007905179507113225,0.05666666666666667,0.014125
1995-09-30,0.004582659411092038,0.05666666666666667,0.01355
1995-12-31,0.005211738181195358,0.05566666666666666,0.0132
1996-03-31,0.010342690774455043,0.05533333333333334,0.0125
1996-06-30,0.007687417742686442,0.055,0.012375
1996-09-30,0.006361344607017649,0.05266666666666667,0.012875000000000001
1996-12-31,0.008838441374748207,0.05333333333333333,0.012475
1997-03-31,0.004390097988433261,0.052333333333333336,0.012575000000000001
1997-06-30,0.002500001302085053,0.05,0.0129
1997-09-30,0.006222795438268314,0.048666666666666664,0.012624999999999999
1997-12-31,0.0037151745518642088,0.04666666666666667,0.012424999999999999
1998-03-31,0.001235330607991969,0.04633333333333333,0.0126
1998-06-30,0.004926118336056717,0.044,0.012375
1998-09-30,0.004290536768867703,0.04533333333333333,0.0124
1998-12-31,0.005489492284771913,0.044333333333333336,0.009899999999999999
1999-03-31,0.0024301348532915767,0.043,0.01085
1999-06-30,0.007255170881172113,0.042666666666666665,0.010725
1999-09-30,0.010785005676562598,0.042333333333333334,0.011375
1999-12-31,0.00594178812875068,0.04066666666666666,0.012150000000000001
2000-03-31,0.012948974340803332,0.04033333333333333,0.013300000000000001
2000-06-30,0.006993035490969746,0.03933333333333334,0.014150000000000001
2000-09-30,0.00809721023262,0.04,0.0149
2000-12-31,0.005743841179251419,0.039,0.015275
2001-03-31,0.008554372096658547,0.042333333333333334,0.012875000000000001
2001-06-30,0.009044719658445999,0.044,0.009675
2001-09-30,0.0022484551350103743,0.04833333333333333,0.008775
2001-12-31,-0.003938120420137636,0.055,0.0054
2002-03-31,0.006181531344214619,0.057,0.004125
2002-06-30,0.006143554648406102,0.05833333333333333,0.0043
2002-09-30,0.006659292089977065,0.05733333333333333,0.0042
2002-12-31,0.005515733785301791,0.05866666666666667,0.00395
2003-03-31,0.01148494986689741,0.05866666666666667,0.0029249999999999996
2003-06-30,-0.004359679929811122,0.06133333333333333,0.002825
2003-09-30,0.010863767898987575,0.06133333333333333,0.0022500000000000003
2003-12-31,0.00215866246803742,0.05833333333333333,0.0023
2004-03-31,0.008588351232554636,0.057,0.0022
2004-06-30,0.009574541227419964,0.05599999999999999,0.0023499999999999997
2004-09-30,0.004753111668363452,0.05433333333333334,0.0033250000000000003
2004-12-31,0.00996076387577105,0.05433333333333334,0.0044
2005-03-31,0.007276539382869984,0.053,0.005825
2005-06-30,0.0031023809784818113,0.051000000000000004,0.00695
2005-09-30,0.02598872380952333,0.049666666666666665,0.00805
2005-12-31,-0.003527340517968547,0.049666666666666665,0.009275
2006-03-31,0.008044286717264093,0.04733333333333333,0.0106
2006-06-30,0.010460867497739557,0.04633333333333334,0.0115
2006-09-30,0.0049431637975194676,0.04633333333333334,0.012375
2006-12-31,0.0014781968693107217,0.044333333333333336,0.0123
2007-03-31,0.010715402682971664,0.045,0.012450000000000001
2007-06-30,0.009434718318381385,0.045,0.012175
2007-09-30,0.006315845912237883,0.04666666666666667,0.01205
2007-12-31,0.01380048188692129,0.048,0.00975
2008-03-31,0.009428325897372858,0.05,0.006875
2008-06-30,0.018635477830797775,0.05333333333333333,0.003225
2008-09-30,0.006481207084882534,0.06,0.004075
2008-12-31,-0.034767315546457844,0.06866666666666667,0.001675
2009-03-31,0.005175846022439146,0.08266666666666668,0.000325
2009-06-30,0.010742347940285946,0.09299999999999999,0.0004
2009-09-30,0.004973875402559891,0.09633333333333334,0.00045
2009-12-31,0.006860472698313913,0.09933333333333332,0.00017500000000000003
2010-03-31,2.760524499834105e-05,0.09833333333333334,0.00015
2010-06-30,-0.0007087759644273106,0.09633333333333333,0.0004
2010-09-30,0.004941751699254482,0.09466666666666666,0.0004
2010-12-31,0.01001496699987836,0.09500000000000001,0.000325
2011-03-31,0.011607325517887901,0.09033333333333333,0.000375
2011-06-30,0.007859779840175385,0.09066666666666669,0.00015
2011-09-30,0.007935301263458427,0.09,0.0001
2011-12-31,0.0027588047994377973,0.08633333333333333,5e-05
2012-03-31,0.007327100177472623,0.08266666666666668,7.5e-05
2012-06-30,-0.00169654609997405,0.08199999999999999,0.0002
2012-09-30,0.010798963686696084,0.08033333333333333,0.00025
2012-12-31,0.0012330751207061397,0.078,0.00025
2013-03-31,0.0044910933258837105,0.07733333333333334,0.00017500000000000003
2013-06-30,0.00018938171231841494,0.07533333333333334,0.00015
2013-09-30,0.005515047272710127,0.073,0.0001
2013-12-31,0.005144208966758157,0.06933333333333333,0.000125
2014-03-31,0.00446103079941107,0.06666666666666667,0.0001
2014-06-30,0.004732380325228824,0.06166666666666667,7.5e-05
2014-09-30,0.002082078446531632,0.06133333333333333,7.5e-05
2014-12-31,-0.0044137513792348315,0.057,5e-05
2015-03-31,-0.002561807622654122,0.05566666666666666,7.5e-05
2015-06-30,0.006609191531222081,0.05399999999999999,5e-05
2015-09-30,0.00027794623182852973,0.05166666666666666,7.5e-05
2015-12-31,0.0023216211298402456,0.05,5e-05
2016-03-31,-0.0005084450306087618,0.04933333333333333,0.00065
2016-06-30,0.004068712225618221,0.05,0.000575
